"";"X";"Treatment";"Site";"Sub_site";"Plot";"Depth_depot";"Id_echantillon";"Substrate";"decay_rate";"decomposition_state";"Gene_decomp_state";"Growth_season";"Duration_months";"Duration_months_meanp";"Place_depot";"Soil_Temp";"Air_Temp_withNA";"Air_Temp";"Temp_Soil_predict";"Temp_soil_predict_onlyNA";"Opening_canopy";"Water_table_level_min";"Water_table_level_max";"Water_table_level_mean";"Thick_Water_table__minlevel_to_surf";"Thick_watertable_min_to_max_permanent_variation";"Plot_peat_thickness";"Moh_thick_before";"Moh_thick_after";"Bulk_density_plotmean";"Water_content_plotmean";"Cpercent_plotmean";"C_sample_density_plotmean";"Ratio_CN_plotmean";"SD_Plot_peat_thickness"
"90";90;"CPRS";"CPRS1";"CPRS2";"CPRS2P3";"10";"P104";"Pleurozium";0,021123521;"F";"F";"season1";"4";4,1;"A1";NA;14,5689655172414;14,5689655172414;12,811534978629;12,811534978629;90,99;-42;0;-21;42;42;20,95;32,65153846;17,73025641;0,361365814333333;0,653211904;0,296337333333333;0,0221864816666667;32,78298759;NA
"91";91;"CPRS";"CPRS1";"CPRS2";"CPRS2P3";"10";"F97";"Fuscum";-0,012999481;"F";"F";"season1";"4";4,1;"A1";NA;14,5689655172414;14,5689655172414;12,811534978629;12,811534978629;90,99;-42;0;-21;42;42;20,95;32,65153846;17,73025641;0,361365814333333;0,653211904;0,296337333333333;0,0221864816666667;32,78298759;NA
"92";92;"CPRS";"CPRS1";"CPRS2";"CPRS2P3";"10";"C28";"Capillifolium";-0,070777738;"F";"F";"season1";"4";4,1;"A1";NA;14,5689655172414;14,5689655172414;12,811534978629;12,811534978629;90,99;-42;0;-21;42;42;20,95;32,65153846;17,73025641;0,361365814333333;0,653211904;0,296337333333333;0,0221864816666667;32,78298759;NA
"93";93;"CPRS";"CPRS1";"CPRS2";"CPRS2P3";"20";"P103";"Pleurozium";0,019736101;"M1";"M";"season1";"4";4,1;"A1";12,6508620689655;14,5689655172414;14,5689655172414;12,145329990754;12,6508620689655;90,99;-42;0;-21;42;42;20,95;32,65153846;17,73025641;0,361365814333333;0,653211904;0,296337333333333;0,0221864816666667;32,78298759;NA
"94";94;"CPRS";"CPRS2";"CPRS3";"CPRS3P1";"10";"P107";"Pleurozium";0,089193529;"MIN";"MIN";"season1";"4";4,1;"A1";13,4396551724138;NA;14,9612068965517;12,9327947467986;13,4396551724138;100;-28,5;-12;-20,25;28,5;16,5;26,65;44,75618421;30,26328947;0,4296066685;0,4420637295;0,1626285;0,023941246;55,346519075;NA
"95";95;"CPRS";"CPRS2";"CPRS3";"CPRS3P1";"10";"C11";"Capillifolium";0,006269004;"MIN";"MIN";"season1";"4";4,1;"A1";13,4396551724138;NA;14,9612068965517;12,9327947467986;13,4396551724138;100;-28,5;-12;-20,25;28,5;16,5;26,65;44,75618421;30,26328947;0,4296066685;0,4420637295;0,1626285;0,023941246;55,346519075;NA
"96";96;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"10";"P88";"Pleurozium";0,031648402;"M1";"M";"season1";"4";4,1;"A1";13,5653735632184;NA;14,9612068965517;12,9327947467986;13,5653735632184;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"97";97;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"10";"F98";"Fuscum";-0,045490795;"M1";"M";"season1";"4";4,1;"A1";13,5653735632184;NA;14,9612068965517;12,9327947467986;13,5653735632184;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"98";98;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"10";"C13";"Capillifolium";0,019089749;"M1";"M";"season1";"4";4,1;"A1";13,5653735632184;NA;14,9612068965517;12,9327947467986;13,5653735632184;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"99";99;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"20";"P97";"Pleurozium";0,00629816;"M2";"M";"season1";"4";4,1;"A1";NA;NA;14,9612068965517;12,2665897589236;12,2665897589236;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"100";100;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"20";"F87";"Fuscum";-0,019632632;"M2";"M";"season1";"4";4,1;"A1";NA;NA;14,9612068965517;12,2665897589236;12,2665897589236;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"101";101;"CPRS";"CPRS2";"CPRS3";"CPRS3P2";"20";"C6";"Capillifolium";0,003648209;"M2";"M";"season1";"4";4,1;"A1";NA;NA;14,9612068965517;12,2665897589236;12,2665897589236;100;-30;-12,5;-21,25;30;17,5;34,4;44,75618421;30,26328947;0,44149679175;0,6212192795;0,2507995;0,03476459475;36,6282545625;NA
"102";102;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"10";"P108";"Pleurozium";0,038966047;"F";"F";"season1";"4";4,1;"A1";NA;14,9612068965517;14,9612068965517;12,9327947467986;12,9327947467986;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"103";103;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"10";"F86";"Fuscum";0,001091658;"F";"F";"season1";"4";4,1;"A1";NA;14,9612068965517;14,9612068965517;12,9327947467986;12,9327947467986;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"104";104;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"10";"C7";"Capillifolium";-0,000452333;"F";"F";"season1";"4";4,1;"A1";NA;14,9612068965517;14,9612068965517;12,9327947467986;12,9327947467986;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"105";105;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"20";"P99";"Pleurozium";0,047208309;"F";"F";"season1";"4";4,1;"A1";12,1458333333333;14,9612068965517;14,9612068965517;12,2665897589236;12,1458333333333;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"106";106;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"20";"F85";"Fuscum";0,012561051;"F";"F";"season1";"4";4,1;"A1";12,1458333333333;14,9612068965517;14,9612068965517;12,2665897589236;12,1458333333333;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"107";107;"CPRS";"CPRS2";"CPRS3";"CPRS3P3";"20";"C25";"Capillifolium";0,010386238;"F";"F";"season1";"4";4,1;"A1";12,1458333333333;14,9612068965517;14,9612068965517;12,2665897589236;12,1458333333333;100;-37,5;-13;-25,25;37,5;24,5;26,675;44,75618421;30,26328947;0,3551894315;0,422035278;0,2189045;0,030146659;36,67932938;NA
"108";108;"CPRS";"CPRS3";"CPRS4";"CPRS4P1";"10";"P82";"Pleurozium";0,055913613;"M1";"M";"season1";"4";4,1;"A1";11,5955459770115;NA;14,7701149425287;12,8737194751263;11,5955459770115;100;-30,5;0;-15,25;30,5;30,5;27,6;38,123375;17,6585;0,29405859675;0,6249647595;0,30997175;0,03097198;28,6571061925;NA
"109";109;"CPRS";"CPRS3";"CPRS4";"CPRS4P1";"20";"P101";"Pleurozium";0,078304008;"F";"F";"season1";"4";4,1;"A1";NA;NA;14,7701149425287;12,2075144872512;12,2075144872512;100;-30,5;0;-15,25;30,5;30,5;27,6;38,123375;17,6585;0,29405859675;0,6249647595;0,30997175;0,03097198;28,6571061925;NA
"110";110;"CPRS";"CPRS3";"CPRS4";"CPRS4P1";"20";"F100";"Fuscum";0,058376022;"F";"F";"season1";"4";4,1;"A1";NA;NA;14,7701149425287;12,2075144872512;12,2075144872512;100;-30,5;0;-15,25;30,5;30,5;27,6;38,123375;17,6585;0,29405859675;0,6249647595;0,30997175;0,03097198;28,6571061925;NA
"111";111;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"10";"P84";"Pleurozium";-0,013264834;"H";"H";"season1";"4";4,1;"A1";14,0725574712644;NA;14,7701149425287;12,8737194751263;14,0725574712644;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"112";112;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"10";"F91";"Fuscum";0,024689134;"H";"H";"season1";"4";4,1;"A1";14,0725574712644;NA;14,7701149425287;12,8737194751263;14,0725574712644;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"113";113;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"10";"C39";"Capillifolium";0,046636885;"H";"H";"season1";"4";4,1;"A1";14,0725574712644;NA;14,7701149425287;12,8737194751263;14,0725574712644;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"114";114;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"20";"P83";"Pleurozium";-0,105118757;"M3";"M";"season1";"4";4,1;"A1";NA;NA;14,7701149425287;12,2075144872512;12,2075144872512;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"115";115;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"20";"F82";"Fuscum";0,115518295;"M3";"M";"season1";"4";4,1;"A1";NA;NA;14,7701149425287;12,2075144872512;12,2075144872512;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"116";116;"CPRS";"CPRS3";"CPRS4";"CPRS4P2";"20";"C40";"Capillifolium";0,068276653;"M3";"M";"season1";"4";4,1;"A1";NA;NA;14,7701149425287;12,2075144872512;12,2075144872512;100;-35;-7,5;-21,25;35;27,5;45,5;38,123375;17,6585;0,37552854375;0,71692974625;0,3622445;0,03610838425;55,6800213475;NA
"117";117;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"10";"P102";"Pleurozium";0,078186518;"H";"H";"season1";"4";4,1;"A1";NA;14,7701149425287;14,7701149425287;12,8737194751263;12,8737194751263;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"118";118;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"10";"F78";"Fuscum";0,021048217;"H";"H";"season1";"4";4,1;"A1";NA;14,7701149425287;14,7701149425287;12,8737194751263;12,8737194751263;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"119";119;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"10";"C17";"Capillifolium";0,026904371;"H";"H";"season1";"4";4,1;"A1";NA;14,7701149425287;14,7701149425287;12,8737194751263;12,8737194751263;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"120";120;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"20";"P75";"Pleurozium";0,077471878;"H";"H";"season1";"4";4,1;"A1";12,2744252873563;14,7701149425287;14,7701149425287;12,2075144872512;12,2744252873563;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"121";121;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"20";"F81";"Fuscum";0,030797781;"H";"H";"season1";"4";4,1;"A1";12,2744252873563;14,7701149425287;14,7701149425287;12,2075144872512;12,2744252873563;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"122";122;"CPRS";"CPRS3";"CPRS4";"CPRS4P3";"20";"C20";"Capillifolium";0,007308065;"H";"H";"season1";"4";4,1;"A1";12,2744252873563;14,7701149425287;14,7701149425287;12,2075144872512;12,2744252873563;98,61;-30,5;-14,5;-22,5;30,5;16;51;38,123375;17,6585;0,3274446805;0,6769460075;0,3366685;0,024693595;29,39098837;NA
"123";123;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"10";"P74";"Pleurozium";0,209399271;"F";"F";"season1";"4";4,1;"A1";13,0431034482759;NA;13,7521551724138;12,5590215053527;13,0431034482759;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"124";124;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"10";"F90";"Fuscum";0,163317173;"F";"F";"season1";"4";4,1;"A1";13,0431034482759;NA;13,7521551724138;12,5590215053527;13,0431034482759;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"125";125;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"10";"C16";"Capillifolium";0,118159876;"F";"F";"season1";"4";4,1;"A1";13,0431034482759;NA;13,7521551724138;12,5590215053527;13,0431034482759;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"126";126;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"20";"P73";"Pleurozium";0,087549833;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"127";127;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"20";"F84";"Fuscum";0,108048399;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"128";128;"CPRS";"CPRS3";"CPRS5";"CPRS5P1";"20";"C18";"Capillifolium";0,070211185;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;76,08;-34;-9,5;-21,75;34;24,5;63,95;38,123375;17,6585;0,3021850435;0,6659187295;0,32967;0,0392881235;27,48007052;NA
"129";129;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"10";"P71";"Pleurozium";0,081902777;"M3";"M";"season1";"4";4,1;"A1";12,4540229885057;NA;13,7521551724138;12,5590215053527;12,4540229885057;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"130";130;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"10";"F83";"Fuscum";-0,025851515;"M3";"M";"season1";"4";4,1;"A1";12,4540229885057;NA;13,7521551724138;12,5590215053527;12,4540229885057;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"131";131;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"10";"C21";"Capillifolium";0,089953647;"M3";"M";"season1";"4";4,1;"A1";12,4540229885057;NA;13,7521551724138;12,5590215053527;12,4540229885057;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"132";132;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"20";"P80";"Pleurozium";-0,116940307;"H";"H";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"133";133;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"20";"F77";"Fuscum";-0,016705465;"H";"H";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"134";134;"CPRS";"CPRS3";"CPRS5";"CPRS5P2";"20";"C24";"Capillifolium";-0,005947499;"H";"H";"season1";"4";4,1;"A1";NA;NA;13,7521551724138;11,8928165174777;11,8928165174777;18,88;-34;-17;-25,5;34;17;33,9;38,123375;17,6585;0,29922807275;0,569601713;0,2742485;0,033311903;18,7594816475;NA
"135";135;"Control";"Temoin1";"T1";"T1P1";"10";"P109";"Pleurozium";0,108105077;"F";"F";"season1";"4";4,1;"A1";12,1609195402299;NA;14,2485632183908;10,9256001049382;12,1609195402299;53,54666667;-35;0;-17,5;35;35;62,575;62,575;62,575;0,33974719425;0,657539851;0,28333875;0,04313491675;43,3262448125;9,52458729593544
"136";136;"Control";"Temoin1";"T1";"T1P1";"10";"F75";"Fuscum";0,103442491;"F";"F";"season1";"4";4,1;"A1";12,1609195402299;NA;14,2485632183908;10,9256001049382;12,1609195402299;53,54666667;-35;0;-17,5;35;35;62,575;62,575;62,575;0,33974719425;0,657539851;0,28333875;0,04313491675;43,3262448125;9,52458729593544
"137";137;"Control";"Temoin1";"T1";"T1P1";"10";"C22";"Capillifolium";0,203629334;"F";"F";"season1";"4";4,1;"A1";12,1609195402299;NA;14,2485632183908;10,9256001049382;12,1609195402299;53,54666667;-35;0;-17,5;35;35;62,575;62,575;62,575;0,33974719425;0,657539851;0,28333875;0,04313491675;43,3262448125;9,52458729593544
"138";138;"Control";"Temoin1";"T1";"T1P1";"20";"P81";"Pleurozium";-0,001980327;"M1";"M";"season1";"4";4,1;"A1";NA;NA;14,2485632183908;10,2593951170631;10,2593951170631;53,54666667;-35;0;-17,5;35;35;62,575;62,575;62,575;0,33974719425;0,657539851;0,28333875;0,04313491675;43,3262448125;9,52458729593544
"139";139;"Control";"Temoin1";"T1";"T1P2";"20";"P93";"Pleurozium";0,056007597;"F";"F";"season1";"4";4,1;"A1";NA;NA;14,2485632183908;10,2593951170631;10,2593951170631;63,6;-41,5;-14,5;-28;41,5;27;57,85;57,85;57,85;0,65463546775;0,705348434;0,35974475;0,055796019;50,1627165625;13,4027687634427
"140";140;"Control";"Temoin1";"T1";"T1P2";"20";"F72";"Fuscum";0,163383544;"F";"F";"season1";"4";4,1;"A1";NA;NA;14,2485632183908;10,2593951170631;10,2593951170631;63,6;-41,5;-14,5;-28;41,5;27;57,85;57,85;57,85;0,65463546775;0,705348434;0,35974475;0,055796019;50,1627165625;13,4027687634427
"141";141;"Control";"Temoin1";"T1";"T1P2";"20";"C176";"Capillifolium";0,027379143;"F";"F";"season1";"4";4,1;"A1";NA;NA;14,2485632183908;10,2593951170631;10,2593951170631;63,6;-41,5;-14,5;-28;41,5;27;57,85;57,85;57,85;0,65463546775;0,705348434;0,35974475;0,055796019;50,1627165625;13,4027687634427
"142";142;"Control";"Temoin1";"T1";"T1P3";"10";"P72";"Pleurozium";-0,014095637;"F";"F";"season1";"4";4,1;"A1";NA;14,2485632183908;14,2485632183908;10,9256001049382;10,9256001049382;52,51;-35;-16,5;-25,75;35;18,5;63,025;63,025;63,025;0,41295370375;0,63392663975;0,3115075;0,07750411025;34,54115136;10,9116970072921
"143";143;"Control";"Temoin1";"T1";"T1P3";"10";"C175";"Capillifolium";-0,057785172;"F";"F";"season1";"4";4,1;"A1";NA;14,2485632183908;14,2485632183908;10,9256001049382;10,9256001049382;52,51;-35;-16,5;-25,75;35;18,5;63,025;63,025;63,025;0,41295370375;0,63392663975;0,3115075;0,07750411025;34,54115136;10,9116970072921
"144";144;"Control";"Temoin1";"T1";"T1P3";"20";"P94";"Pleurozium";0,004287586;"F";"F";"season1";"4";4,1;"A1";11,0186781609195;14,2485632183908;14,2485632183908;10,2593951170631;11,0186781609195;52,51;-35;-16,5;-25,75;35;18,5;63,025;63,025;63,025;0,41295370375;0,63392663975;0,3115075;0,07750411025;34,54115136;10,9116970072921
"145";145;"Control";"Temoin1";"T1";"T1P3";"20";"C180";"Capillifolium";-0,090137273;"F";"F";"season1";"4";4,1;"A1";11,0186781609195;14,2485632183908;14,2485632183908;10,2593951170631;11,0186781609195;52,51;-35;-16,5;-25,75;35;18,5;63,025;63,025;63,025;0,41295370375;0,63392663975;0,3115075;0,07750411025;34,54115136;10,9116970072921
"146";146;"Control";"Temoin2";"T2";"T2P1";"10";"P90";"Pleurozium";0,005055487;"F";"F";"season1";"4";4,1;"A1";11,3541666666667;NA;NA;NA;11,3541666666667;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"147";147;"Control";"Temoin2";"T2";"T2P1";"10";"F133";"Fuscum";-0,084320255;"F";"F";"season1";"4";4,1;"A1";11,3541666666667;NA;NA;NA;11,3541666666667;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"148";148;"Control";"Temoin2";"T2";"T2P1";"10";"C171";"Capillifolium";0,030576823;"F";"F";"season1";"4";4,1;"A1";11,3541666666667;NA;NA;NA;11,3541666666667;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"149";149;"Control";"Temoin2";"T2";"T2P1";"20";"P79";"Pleurozium";-0,009123393;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"150";150;"Control";"Temoin2";"T2";"T2P1";"20";"F137";"Fuscum";-0,000666781;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"151";151;"Control";"Temoin2";"T2";"T2P1";"20";"C170";"Capillifolium";0,004658037;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;86,13;-24,5;-10,5;-17,5;24,5;14;138,575;138,575;138,575;0,4497268505;0,7007058915;0,3253175;0,04332448975;43,533014045;18,1363802748422
"152";152;"Control";"Temoin2";"T2";"T2P2";"10";"P95";"Pleurozium";0,030517058;"F";"F";"season1";"4";4,1;"A1";8,31968390804598;NA;NA;NA;8,31968390804598;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"153";153;"Control";"Temoin2";"T2";"T2P2";"10";"F136";"Fuscum";-0,05439925;"F";"F";"season1";"4";4,1;"A1";8,31968390804598;NA;NA;NA;8,31968390804598;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"154";154;"Control";"Temoin2";"T2";"T2P2";"10";"C172";"Capillifolium";-0,027677505;"F";"F";"season1";"4";4,1;"A1";8,31968390804598;NA;NA;NA;8,31968390804598;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"155";155;"Control";"Temoin2";"T2";"T2P2";"20";"P92";"Pleurozium";0,024165533;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"156";156;"Control";"Temoin2";"T2";"T2P2";"20";"F128";"Fuscum";-0,003111642;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"157";157;"Control";"Temoin2";"T2";"T2P2";"20";"C135";"Capillifolium";0,075128844;"F";"F";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;46,61;-36,5;-16,5;-26,5;36,5;20;93,7;93,7;93,7;0,745768247666667;0,652972325333333;0,312533333333333;0,044157465;52,4638064;16,8057007871546
"158";158;"Control";"Temoin2";"T2";"T2P3";"10";"P96";"Pleurozium";0,006695286;"M1";"M";"season1";"4";4,1;"A1";NA;13,2737068965517;NA;NA;NA;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"159";159;"Control";"Temoin2";"T2";"T2P3";"10";"F127";"Fuscum";-0,17703983;"M1";"M";"season1";"4";4,1;"A1";NA;13,2737068965517;NA;NA;NA;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"160";160;"Control";"Temoin2";"T2";"T2P3";"10";"C179";"Capillifolium";-0,1637238;"M1";"M";"season1";"4";4,1;"A1";NA;13,2737068965517;NA;NA;NA;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"161";161;"Control";"Temoin2";"T2";"T2P3";"20";"P91";"Pleurozium";0,020303514;"M2";"M";"season1";"4";4,1;"A1";8;13,2737068965517;NA;NA;8;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"162";162;"Control";"Temoin2";"T2";"T2P3";"20";"F126";"Fuscum";0,009616295;"M2";"M";"season1";"4";4,1;"A1";8;13,2737068965517;NA;NA;8;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"163";163;"Control";"Temoin2";"T2";"T2P3";"20";"C177";"Capillifolium";0,018605079;"M2";"M";"season1";"4";4,1;"A1";8;13,2737068965517;NA;NA;8;59,44;-37;-8;-22,5;37;29;106,05;106,05;106,05;0,706318128333333;0,631874967333333;0,329499333333333;0,0580291226666667;65,6300987833333;17,2336115895959
"164";164;"Control";"Temoin3";"T3";"T3P1";"10";"P110";"Pleurozium";0,044956991;"F";"F";"season1";"4";4,1;"A1";10,8433908045977;NA;NA;NA;10,8433908045977;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
"165";165;"Control";"Temoin3";"T3";"T3P1";"10";"F135";"Fuscum";-0,133823689;"F";"F";"season1";"4";4,1;"A1";10,8433908045977;NA;NA;NA;10,8433908045977;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
