"";"X";"Treatment";"Site";"Sub_site";"Plot";"Depth_depot";"Id_echantillon";"Substrate";"decay_rate";"decomposition_state";"Gene_decomp_state";"Growth_season";"Duration_months";"Duration_months_meanp";"Place_depot";"Soil_Temp";"Air_Temp_withNA";"Air_Temp";"Temp_Soil_predict";"Temp_soil_predict_onlyNA";"Opening_canopy";"Water_table_level_min";"Water_table_level_max";"Water_table_level_mean";"Thick_Water_table__minlevel_to_surf";"Thick_watertable_min_to_max_permanent_variation";"Plot_peat_thickness";"Moh_thick_before";"Moh_thick_after";"Bulk_density_plotmean";"Water_content_plotmean";"Cpercent_plotmean";"C_sample_density_plotmean";"Ratio_CN_plotmean";"SD_Plot_peat_thickness"
"166";166;"Control";"Temoin3";"T3";"T3P1";"10";"C173";"Capillifolium";0,034759534;"F";"F";"season1";"4";4,1;"A1";10,8433908045977;NA;NA;NA;10,8433908045977;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
"167";167;"Control";"Temoin3";"T3";"T3P1";"20";"P98";"Pleurozium";0,01565809;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
"168";168;"Control";"Temoin3";"T3";"T3P1";"20";"F132";"Fuscum";-0,224062242;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
"169";169;"Control";"Temoin3";"T3";"T3P1";"20";"C136";"Capillifolium";0,052736222;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;30,67;-51,5;-22,5;-37;51,5;29;67,65;67,65;67,65;0,0810376173333333;0,868573931666667;0,439033333333333;0,034157;51,8524262333333;19,5966565354507
"170";170;"Control";"Temoin3";"T3";"T3P2";"10";"F124";"Fuscum";-0,232669223;"F";"F";"season1";"4";4,1;"A1";10,0251436781609;NA;NA;NA;10,0251436781609;52,16;-37;-20;-28,5;37;17;77,15;77,15;77,15;0,68199373675;0,63228357425;0,38315775;0,0565968325;35,12346726;13,2318395904488
"171";171;"Control";"Temoin3";"T3";"T3P2";"10";"C165";"Capillifolium";0,030754412;"F";"F";"season1";"4";4,1;"A1";10,0251436781609;NA;NA;NA;10,0251436781609;52,16;-37;-20;-28,5;37;17;77,15;77,15;77,15;0,68199373675;0,63228357425;0,38315775;0,0565968325;35,12346726;13,2318395904488
"172";172;"Control";"Temoin3";"T3";"T3P2";"20";"P100";"Pleurozium";0,034414867;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;52,16;-37;-20;-28,5;37;17;77,15;77,15;77,15;0,68199373675;0,63228357425;0,38315775;0,0565968325;35,12346726;13,2318395904488
"173";173;"Control";"Temoin3";"T3";"T3P2";"20";"F125";"Fuscum";-0,021465746;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;52,16;-37;-20;-28,5;37;17;77,15;77,15;77,15;0,68199373675;0,63228357425;0,38315775;0,0565968325;35,12346726;13,2318395904488
"174";174;"Control";"Temoin3";"T3";"T3P2";"20";"C174";"Capillifolium";0,023240602;"M1";"M";"season1";"4";4,1;"A1";NA;NA;NA;NA;NA;52,16;-37;-20;-28,5;37;17;77,15;77,15;77,15;0,68199373675;0,63228357425;0,38315775;0,0565968325;35,12346726;13,2318395904488
"175";175;"Control";"Temoin3";"T3";"T3P3";"10";"P161";"Pleurozium";0,087757332;"F";"F";"season1";"4";4,1;"A1";NA;13,6400862068966;NA;NA;NA;74;-46;-13;-29,5;46;33;80,725;80,725;80,725;0,650949861;0,572971812666667;0,362021333333333;0,032835662;42,8237487566667;25,6860985339295
"176";176;"Control";"Temoin3";"T3";"T3P3";"10";"C168";"Capillifolium";0,023581704;"F";"F";"season1";"4";4,1;"A1";NA;13,6400862068966;NA;NA;NA;74;-46;-13;-29,5;46;33;80,725;80,725;80,725;0,650949861;0,572971812666667;0,362021333333333;0,032835662;42,8237487566667;25,6860985339295
"177";177;"Control";"Temoin3";"T3";"T3P3";"20";"P148";"Pleurozium";0,085924044;"F";"F";"season1";"4";4,1;"A1";9,39439655172414;13,6400862068966;NA;NA;9,39439655172414;74;-46;-13;-29,5;46;33;80,725;80,725;80,725;0,650949861;0,572971812666667;0,362021333333333;0,032835662;42,8237487566667;25,6860985339295
"178";178;"Control";"Temoin3";"T3";"T3P3";"20";"F130";"Fuscum";-0,023845261;"F";"F";"season1";"4";4,1;"A1";9,39439655172414;13,6400862068966;NA;NA;9,39439655172414;74;-46;-13;-29,5;46;33;80,725;80,725;80,725;0,650949861;0,572971812666667;0,362021333333333;0,032835662;42,8237487566667;25,6860985339295
"179";179;"Control";"Temoin4";"T4";"T4P1";"10";"C120";"Capillifolium";0,124568295;"F";"F";"season1";"4";4,1;"A1";11,7097701149425;NA;15,6831896551724;11,369108817456;11,7097701149425;74;-39;-2,5;-20,75;39;36,5;66,575;66,575;66,575;0,750565073;0,655079923333333;0,326155;0,0352529166666667;36,3678111066667;11,9332298094108
"180";180;"Control";"Temoin4";"T4";"T4P2";"10";"P155";"Pleurozium";0,028787673;"F";"F";"season1";"4";4,1;"A1";10,8390804597701;NA;15,6831896551724;11,369108817456;10,8390804597701;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"181";181;"Control";"Temoin4";"T4";"T4P2";"10";"F117";"Fuscum";-0,067226125;"F";"F";"season1";"4";4,1;"A1";10,8390804597701;NA;15,6831896551724;11,369108817456;10,8390804597701;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"182";182;"Control";"Temoin4";"T4";"T4P2";"10";"C164";"Capillifolium";-0,017127285;"F";"F";"season1";"4";4,1;"A1";10,8390804597701;NA;15,6831896551724;11,369108817456;10,8390804597701;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"183";183;"Control";"Temoin4";"T4";"T4P2";"20";"P146";"Pleurozium";0,034197555;"M1";"M";"season1";"4";4,1;"A1";NA;NA;15,6831896551724;10,702903829581;10,702903829581;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"184";184;"Control";"Temoin4";"T4";"T4P2";"20";"F115";"Fuscum";0,007073722;"M1";"M";"season1";"4";4,1;"A1";NA;NA;15,6831896551724;10,702903829581;10,702903829581;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"185";185;"Control";"Temoin4";"T4";"T4P2";"20";"C162";"Capillifolium";0,018038882;"M1";"M";"season1";"4";4,1;"A1";NA;NA;15,6831896551724;10,702903829581;10,702903829581;95,84;-40;-22,5;-31,25;40;17,5;106,7;106,7;106,7;0,0481814815;0,930026564;0,490865;0,0236512725;80,62731807;9,93717104718705
"186";186;"Control";"Temoin4";"T4";"T4P3";"10";"P152";"Pleurozium";0,041546521;"F";"F";"season1";"4";4,1;"A1";NA;15,6831896551724;15,6831896551724;11,369108817456;11,369108817456;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"187";187;"Control";"Temoin4";"T4";"T4P3";"10";"F116";"Fuscum";-0,163256016;"F";"F";"season1";"4";4,1;"A1";NA;15,6831896551724;15,6831896551724;11,369108817456;11,369108817456;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"188";188;"Control";"Temoin4";"T4";"T4P3";"10";"C121";"Capillifolium";0,021566331;"F";"F";"season1";"4";4,1;"A1";NA;15,6831896551724;15,6831896551724;11,369108817456;11,369108817456;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"189";189;"Control";"Temoin4";"T4";"T4P3";"20";"P151";"Pleurozium";0,03120748;"F";"F";"season1";"4";4,1;"A1";11,389367816092;15,6831896551724;15,6831896551724;10,702903829581;11,389367816092;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"190";190;"Control";"Temoin4";"T4";"T4P3";"20";"F118";"Fuscum";-0,119765119;"F";"F";"season1";"4";4,1;"A1";11,389367816092;15,6831896551724;15,6831896551724;10,702903829581;11,389367816092;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"191";191;"Control";"Temoin4";"T4";"T4P3";"20";"C131";"Capillifolium";0,009716611;"F";"F";"season1";"4";4,1;"A1";11,389367816092;15,6831896551724;15,6831896551724;10,702903829581;11,389367816092;100;-41,5;-8,5;-25;41,5;33;86,75;86,75;86,75;1,15338627033333;0,605556829666667;0,313712666666667;0,086125633;48,6728965566667;12,2898117839213
"192";192;"Control";"Temoin2";"T5";"T5P1";"10";"P150";"Pleurozium";0,004034254;"F";"F";"season1";"4";4,1;"A1";9,95833333333333;NA;13,6918103448276;10,7534823021333;9,95833333333333;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"193";193;"Control";"Temoin2";"T5";"T5P1";"10";"F123";"Fuscum";-0,154051454;"F";"F";"season1";"4";4,1;"A1";9,95833333333333;NA;13,6918103448276;10,7534823021333;9,95833333333333;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"194";194;"Control";"Temoin2";"T5";"T5P1";"10";"C137";"Capillifolium";0,005460202;"F";"F";"season1";"4";4,1;"A1";9,95833333333333;NA;13,6918103448276;10,7534823021333;9,95833333333333;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"195";195;"Control";"Temoin2";"T5";"T5P1";"20";"P163";"Pleurozium";0,051180563;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"196";196;"Control";"Temoin2";"T5";"T5P1";"20";"F131";"Fuscum";-0,149458043;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"197";197;"Control";"Temoin2";"T5";"T5P1";"20";"C161";"Capillifolium";0,005723828;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;45,23;-43;-16,5;-29,75;43;26,5;70,79;70,79;70,79;0,341842193;0,63202521525;0,302606675;0,02862894175;35,351083265;22,0092779479354
"198";198;"Control";"Temoin2";"T5";"T5P2";"10";"P160";"Pleurozium";0,012328359;"F";"F";"season1";"4";4,1;"A1";10,9719827586207;NA;13,6918103448276;10,7534823021333;10,9719827586207;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"199";199;"Control";"Temoin2";"T5";"T5P2";"10";"F121";"Fuscum";-0,091284372;"F";"F";"season1";"4";4,1;"A1";10,9719827586207;NA;13,6918103448276;10,7534823021333;10,9719827586207;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"200";200;"Control";"Temoin2";"T5";"T5P2";"10";"C169";"Capillifolium";-0,00927696;"F";"F";"season1";"4";4,1;"A1";10,9719827586207;NA;13,6918103448276;10,7534823021333;10,9719827586207;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"201";201;"Control";"Temoin2";"T5";"T5P2";"20";"P157";"Pleurozium";0,046470545;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"202";202;"Control";"Temoin2";"T5";"T5P2";"20";"F129";"Fuscum";-0,004044318;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"203";203;"Control";"Temoin2";"T5";"T5P2";"20";"C159";"Capillifolium";0,024498216;"F";"F";"season1";"4";4,1;"A1";NA;NA;13,6918103448276;10,0872773142583;10,0872773142583;81,97;-43,5;-18;-30,75;43,5;25,5;131,4;131,4;131,4;0,164283678;0,809767484;0,49135;0,07890573;42,0769671133333;20,4074289878646
"204";204;"Control";"Temoin2";"T5";"T5P3";"10";"P159";"Pleurozium";0,093534338;"F";"F";"season1";"4";4,1;"A1";NA;13,6918103448276;13,6918103448276;10,7534823021333;10,7534823021333;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"205";205;"Control";"Temoin2";"T5";"T5P3";"10";"F113";"Fuscum";-0,011013196;"F";"F";"season1";"4";4,1;"A1";NA;13,6918103448276;13,6918103448276;10,7534823021333;10,7534823021333;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"206";206;"Control";"Temoin2";"T5";"T5P3";"10";"C122";"Capillifolium";0,009860228;"F";"F";"season1";"4";4,1;"A1";NA;13,6918103448276;13,6918103448276;10,7534823021333;10,7534823021333;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"207";207;"Control";"Temoin2";"T5";"T5P3";"20";"P153";"Pleurozium";0,058203292;"M1";"M";"season1";"4";4,1;"A1";11,6170977011494;13,6918103448276;13,6918103448276;10,0872773142583;11,6170977011494;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"208";208;"Control";"Temoin2";"T5";"T5P3";"20";"F114";"Fuscum";-0,087910153;"M1";"M";"season1";"4";4,1;"A1";11,6170977011494;13,6918103448276;13,6918103448276;10,0872773142583;11,6170977011494;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"209";209;"Control";"Temoin2";"T5";"T5P3";"20";"C123";"Capillifolium";-0,134186081;"M1";"M";"season1";"4";4,1;"A1";11,6170977011494;13,6918103448276;13,6918103448276;10,0872773142583;11,6170977011494;78,16;-36;-19;-27,5;36;17;154,05;154,05;154,05;0,0727196603333333;0,829580364;0,513793333333333;0,0376270706666667;43,5303046066667;9,06395405757855
"210";210;"Harrow";"Herse1";"H1";"H1P1";"10";"P9";"Pleurozium";0,345080684;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"211";211;"Harrow";"Herse1";"H1";"H1P1";"10";"P26";"Pleurozium";0,278600228;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"212";212;"Harrow";"Herse1";"H1";"H1P1";"10";"F9";"Fuscum";0,006045673;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"213";213;"Harrow";"Herse1";"H1";"H1P1";"10";"F8";"Fuscum";0,055945994;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"214";214;"Harrow";"Herse1";"H1";"H1P1";"10";"F27";"Fuscum";0,006650426;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"215";215;"Harrow";"Herse1";"H1";"H1P1";"10";"C78";"Capillifolium";0,339113824;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"216";216;"Harrow";"Herse1";"H1";"H1P1";"10";"C82";"Capillifolium";0,016772693;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"217";217;"Harrow";"Herse1";"H1";"H1P1";"10";"C81";"Capillifolium";0,351463246;"F";"F";"season2";"16.2";15,9;"A2";9,84674282594256;NA;8,74230698223718;9,63142354881161;9,84674282594256;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"218";218;"Harrow";"Herse1";"H1";"H1P1";"20";"P19";"Pleurozium";0,339831043;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"219";219;"Harrow";"Herse1";"H1";"H1P1";"20";"P23";"Pleurozium";0,270174985;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"221";221;"Harrow";"Herse1";"H1";"H1P1";"20";"F13";"Fuscum";0,235858524;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"222";222;"Harrow";"Herse1";"H1";"H1P1";"20";"F7";"Fuscum";0,097543574;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"223";223;"Harrow";"Herse1";"H1";"H1P1";"20";"F69";"Fuscum";0,116750131;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"224";224;"Harrow";"Herse1";"H1";"H1P1";"20";"C45";"Capillifolium";0,389660719;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"225";225;"Harrow";"Herse1";"H1";"H1P1";"20";"C46";"Capillifolium";0,357032723;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"226";226;"Harrow";"Herse1";"H1";"H1P1";"20";"C49";"Capillifolium";0,369489371;"H";"H";"season2";"16.2";15,9;"A2";NA;NA;8,74230698223718;9,54641082151134;9,54641082151134;100;-14,5;0;-7,25;14,5;14,5;90,65;66,9325;32,85575;0,0606235223333333;0,892480791666667;0,44394;0,02723395;36,3934726966667;15,0587446181175
"227";227;"Harrow";"Herse1";"H1";"H1P2";"10";"P28";"Pleurozium";0,217924887;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"228";228;"Harrow";"Herse1";"H1";"H1P2";"10";"P27";"Pleurozium";0,20183378;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"229";229;"Harrow";"Herse1";"H1";"H1P2";"10";"P15";"Pleurozium";0,199786867;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"230";230;"Harrow";"Herse1";"H1";"H1P2";"10";"F28";"Fuscum";0,213885053;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"231";231;"Harrow";"Herse1";"H1";"H1P2";"10";"F29";"Fuscum";0,226137593;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"232";232;"Harrow";"Herse1";"H1";"H1P2";"10";"F19";"Fuscum";0,215693602;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"233";233;"Harrow";"Herse1";"H1";"H1P2";"10";"C76";"Capillifolium";0,272900608;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"234";234;"Harrow";"Herse1";"H1";"H1P2";"10";"C97";"Capillifolium";0,183420946;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"235";235;"Harrow";"Herse1";"H1";"H1P2";"10";"C73";"Capillifolium";0,184332729;"M2";"M";"season2";"16.2";15,9;"A2";9,70457666734313;NA;8,74230698223718;9,63142354881161;9,70457666734313;100;-17,5;-2,5;-10;17,5;15;60,95;66,9325;32,85575;0,2790000295;0,77775092725;0,3502295;0,0203010465;30,53893828;11,1755136465022
"236";236;"Harrow";"Herse1";"H1";"H1P3";"10";"P46";"Pleurozium";0,074867355;"M1";"M";"season2";"16.2";15,9;"A2";NA;8,74230698223718;8,74230698223718;9,63142354881161;9,63142354881161;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"237";237;"Harrow";"Herse1";"H1";"H1P3";"10";"F58";"Fuscum";0,22030913;"M1";"M";"season2";"16.2";15,9;"A2";NA;8,74230698223718;8,74230698223718;9,63142354881161;9,63142354881161;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"238";238;"Harrow";"Herse1";"H1";"H1P3";"10";"C58 ";"Capillifolium";0,398782587;"M1";"M";"season2";"16.2";15,9;"A2";NA;8,74230698223718;8,74230698223718;9,63142354881161;9,63142354881161;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"239";239;"Harrow";"Herse1";"H1";"H1P3";"20";"P43";"Pleurozium";0,1686596;"H";"H";"season2";"16.2";15,9;"A2";9,09379580225826;8,74230698223718;8,74230698223718;9,54641082151134;9,09379580225826;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"240";240;"Harrow";"Herse1";"H1";"H1P3";"20";"F57";"Fuscum";0,143378636;"H";"H";"season2";"16.2";15,9;"A2";9,09379580225826;8,74230698223718;8,74230698223718;9,54641082151134;9,09379580225826;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"241";241;"Harrow";"Herse1";"H1";"H1P3";"20";"C60";"Capillifolium";0,359901469;"H";"H";"season2";"16.2";15,9;"A2";9,09379580225826;8,74230698223718;8,74230698223718;9,54641082151134;9,09379580225826;93,76;-17,5;-3,5;-10,5;17,5;14;39,25;66,9325;32,85575;0,40608483725;0,687770409;0,250337;0,03447829875;29,6579226525;8,61378943445059
"242";242;"Harrow";"Herse1";"H2";"H2P1";"10";"P32";"Pleurozium";0,50889842;"H";"H";"season2";"16.2";15,9;"A2";9,71222784175983;NA;NA;NA;9,71222784175983;100;-41;-11;-26;41;30;64,4;66,9325;32,85575;0,0816202765;0,79857809575;0,39897;0,02862310725;26,8185874675;23,6607603205681
