"";"id_ech";"Treatment";"Site";"Sub_site";"Plot";"Samples";"Horizon_name";"Lower_sample_level";"Sample_thickness";"Wet_weight_g";"Dry_weight";"Coarse_elts_dryweight";"Fine_elts_dryweight";"Water_content";"Volume_sample.cm3";"C_percent";"Total_thickness_horizon";"Bulk_density";"C_sample_density";"QuantiteC_horizontha";"Total_thickness_OrgaMin";"Total_thickness_Organic";"C_Quantity_totalprofiltha";"C_Quantity_totalprofil_Orga_tha";"Thickness_ref";"Thickness_refcontrolmodif";"Plot_peat_thickness";"Opening_canopy";"Air_Temp_average";"positif_Water_table_level";"Water_table_level_min";"Water_table_level_max";"Water_table_level_mean";"Air_Temp";"Std_erreur_Thick_ref";"plant_group";"CoverBryo_ref_all";"CL_DENS";"CL_PENT";"DEP_SUR";"CL_DRAI";"TYPE_ECO"
"61";"23";"Harrow";"Herse1";"H2";"H2P3";"H2P3 Min";"Min";78;5;154,5;111,5;0,4;111,5;0,278317152;98,125;0,035854;5;1,13222929936306;0,040594949299363;20,2974746496815;83;78;316,957462929936;296,659988280255;62;62;49,65;100;15,005;29,5;-29,5;-6;-17,75;16,11853448;25;"Bryop_Feather";3,94153846153846;"";"A";"7T";50;"RE38"
"62";"24";"Harrow";"Herse2";"H3";"H3P1";"H3P1 F";"F";0;2;255,1;51,4;3,3;49;0,798510388;450;0,44743;2;0,106888888888889;0,0478252955555556;9,56505911111111;25;20;83,5001597799009;63,7909806716207;41;41;26,45;100;14,57;31,5;-31,5;-12;-21,75;NA;15,99540288;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"63";"25";"Harrow";"Herse2";"H3";"H3P1";"H3P1 M";"M";2;8;704,5;149;39,5;112,9;0,788502484;1800;0,44594;15;0,0608333333333333;0,0271280166666667;40,692025;25;20;83,5001597799009;63,7909806716207;41;41;26,45;100;14,57;31,5;-31,5;-12;-21,75;NA;15,99540288;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"64";"26";"Harrow";"Herse2";"H3";"H3P1";"H3P1 H";"H";17;2,5;52,6;26,6;13,9;10,1;0,494296578;49,0625;0,17428;3;0,258853503184713;0,0451129885350318;13,5338965605096;25;20;83,5001597799009;63,7909806716207;41;41;26,45;100;14,57;31,5;-31,5;-12;-21,75;NA;15,99540288;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"65";"27";"Harrow";"Herse2";"H3";"H3P1";"H3P1 Min";"Min";20;5;169,5;124,8;0;124,8;0,263716814;98,125;0,030993;5;1,27184713375796;0,0394183582165605;19,7091791082803;25;20;83,5001597799009;63,7909806716207;41;41;26,45;100;14,57;31,5;-31,5;-12;-21,75;NA;15,99540288;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"66";"28";"Harrow";"Herse2";"H3";"H3P2";"H3P2 F";"F";0;1;145,6;53,5;5,3;48,8;0,632554945;225;0,19705;1;0,214222222222222;0,0422124888888889;4,22124888888889;27;22;81,116024373673;71,264773418259;47;47;28,15;100;14,57;38,75;-38,75;-5,5;-22,125;NA;18,58453713;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"67";"29";"Harrow";"Herse2";"H3";"H3P2";"H3P2 M";"M";1;6;522,5;223,7;5,4;221,8;0,571866029;1350;0,1624;12;0,161703703703704;0,0262606814814815;31,5128177777778;27;22;81,116024373673;71,264773418259;47;47;28,15;100;14,57;38,75;-38,75;-5,5;-22,125;NA;18,58453713;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"68";"30";"Harrow";"Herse2";"H3";"H3P2";"H3P2 H";"H";13;5;101,1;33,7;16,6;17,1;0,666666667;98,125;0,22654;9;0,174267515923567;0,0394785630573248;35,5307067515924;27;22;81,116024373673;71,264773418259;47;47;28,15;100;14,57;38,75;-38,75;-5,5;-22,125;NA;18,58453713;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"69";"31";"Harrow";"Herse2";"H3";"H3P2";"H3P2 Min";"Min";22;5;172,4;141,2;0,8;140,4;0,180974478;98,125;0,01377;5;1,43082802547771;0,019702501910828;9,85125095541401;27;22;81,116024373673;71,264773418259;47;47;28,15;100;14,57;38,75;-38,75;-5,5;-22,125;NA;18,58453713;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"70";"32";"Harrow";"Herse2";"H3";"H3P3";"H3P3 F";"F";0;3;213,7;14,6;0;14,9;0,931679925;675;0,34187;3;0,0216296296296296;0,00739452148148148;2,21835644444444;55;50;202,815335190375;188,927550222222;41;41;32,3;100;14,57;22,5;-22,5;-10;-16,25;15,64798851;18,14035395;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"71";"33";"Harrow";"Herse2";"H3";"H3P3";"H3P3 M";"M";3;4;420,9;50,2;0,4;50,7;0,880731765;900;0,30341;4;0,0553333333333333;0,0167886866666667;6,71547466666667;55;50;202,815335190375;188,927550222222;41;41;32,3;100;14,57;22,5;-22,5;-10;-16,25;15,64798851;18,14035395;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"72";"34";"Harrow";"Herse2";"H3";"H3P3";"H3P3 H";"H";7;6;1047,9;209,6;2,4;208,3;0,799980914;1350;0,27273;43;0,153481481481481;0,0418590044444444;179,993719111111;55;50;202,815335190375;188,927550222222;41;41;32,3;100;14,57;22,5;-22,5;-10;-16,25;15,64798851;18,14035395;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"73";"35";"Harrow";"Herse2";"H3";"H3P3";"H3P3 Min";"Min";50;5;149,2;108,3;0;108,3;0,274128686;98,125;0,025166;5;1,10369426751592;0,0277755699363057;13,8877849681529;55;50;202,815335190375;188,927550222222;41;41;32,3;100;14,57;22,5;-22,5;-10;-16,25;15,64798851;18,14035395;"Bryop_Feather";5,6;"";"B";"1AY";30;"RE22"
"74";"36";"Harrow";"Herse2";"H4";"H4P1";"H4P1 F";"F";0;6;357,7;69,1;1,1;69;0,806821359;1350;0,34646;6;0,0503703703703704;0,0174513185185185;10,4707911111111;51,5;46,5;104,776528350841;87,3061822820513;56;56;42,95;100;14,57;24;-24;-5;-14,5;NA;25;"Bryop_Feather";8,91;"";"A";"7T";50;"RE38"
"75";"37";"Harrow";"Herse2";"H4";"H4P1";"H4P1 M";"M";6;8;976,9;231,1;106,2;127,6;0,763435357;1800;0,29873;14;0,0693888888888889;0,0207285427777778;29,0199598888889;51,5;46,5;104,776528350841;87,3061822820513;56;56;42,95;100;14,57;24;-24;-5;-14,5;NA;25;"Bryop_Feather";8,91;"";"A";"7T";50;"RE38"
"76";"38";"Harrow";"Herse2";"H4";"H4P1";"H4P1 H";"H";20;6,5;524,6;72,2;5,3;67,9;0,862371331;1462,5;0,39445;26,5;0,0457435897435897;0,018043558974359;47,8154312820513;51,5;46,5;104,776528350841;87,3061822820513;56;56;42,95;100;14,57;24;-24;-5;-14,5;NA;25;"Bryop_Feather";8,91;"";"A";"7T";50;"RE38"
"77";"39";"Harrow";"Herse2";"H4";"H4P1";"H4P1 Min";"Min";46,5;5;162,5;122,049;0,4;121,649;0,248929231;98,125;0,028184;5;1,23973503184713;0,0349406921375796;17,4703460687898;51,5;46,5;104,776528350841;87,3061822820513;56;56;42,95;100;14,57;24;-24;-5;-14,5;NA;25;"Bryop_Feather";8,91;"";"A";"7T";50;"RE38"
"78";"40_41";"Harrow";"Herse2";"H4";"H4P2";"H4P2 M";"M";1;5,5;488,95;86,95;21,3;66;0,825829244;1237,5;0,36844;20;0,0530505050505051;0,0195459280808081;39,0918561616162;25;20;61,9797399832722;39,0918561616162;30;30;21,8;100;14,57;23;-23;-3;-13;NA;12,08358108;"Bryop_Feather";5,20625;"";"B";"1AM";30;"RE22"
"79";"42";"Harrow";"Herse2";"H4";"H4P2";"H4P2 Min";"Min";20;5;141,8;97,6;0;141,8;0,311706629;98,125;0,046022;5;0,994649681528662;0,0457757676433121;22,8878838216561;25;20;61,9797399832722;39,0918561616162;30;30;21,8;100;14,57;23;-23;-3;-13;NA;12,08358108;"Bryop_Feather";5,20625;"";"B";"1AM";30;"RE22"
"80";"43";"Harrow";"Herse2";"H4";"H4P3";"H4P3 F";"F";0;2;133,6;32;3,3;29,3;0,760479042;450;0,35639;2;0,0637777777777778;0,0227297622222222;4,54595244444444;56;51;143,707354797948;126,681495944444;62;62;44,5;100;14,57;34,5;-34,5;-5,5;-20;14,1558908;25;"Bryop_Feather";7,57;"";"B";"1AM";30;"RE22"
"81";"44";"Harrow";"Herse2";"H4";"H4P3";"H4P3 M";"M";11;8;499;78;13,1;66,6;0,843687375;1800;0,42239;17;0,0360555555555556;0,0152295061111111;25,8901603888889;56;51;143,707354797948;126,681495944444;62;62;44,5;100;14,57;34,5;-34,5;-5,5;-20;14,1558908;25;"Bryop_Feather";7,57;"";"B";"1AM";30;"RE22"
"82";"45";"Harrow";"Herse2";"H4";"H4P3";"H4P3 H";"H";19;4;556;70,7;2,8;69,1;0,872841727;900;0,39866;32;0,0754444444444445;0,0300766822222222;96,2453831111111;56;51;143,707354797948;126,681495944444;62;62;44,5;100;14,57;34,5;-34,5;-5,5;-20;14,1558908;25;"Bryop_Feather";7,57;"";"B";"1AM";30;"RE22"
"83";"47";"Harrow";"Herse2";"H4";"H4P3";"H4P3 Min";"Min";70;5;168,4;124,9;0;124,9;0,258313539;98,125;0,026752;5;1,27286624203822;0,0340517177070064;17,0258588535032;56;51;143,707354797948;126,681495944444;62;62;44,5;100;14,57;34,5;-34,5;-5,5;-20;14,1558908;25;"Bryop_Feather";7,57;"";"B";"1AM";30;"RE22"
"84";"48";"Harrow";"Herse3";"H5";"H5P1";"H5P1 F";"F";0;1;97,8;45,1;0,8;44,4;0,538854806;225;0,19469;1;0,196888888888889;0,0383322977777778;3,83322977777778;49;44;200,37321831281;191,214828503892;27;27;37,17;78,16;14,24;33;-33;-6,5;-19,75;NA;11;"Bryop_Feather";7,7;"";"B";"1AM";30;"RE22"
"85";"49";"Harrow";"Herse3";"H5";"H5P1";"H5P1 M";"M";1;12;1015,1;458,2;13,2;452,3;0,5486159;2700;0,15363;28;0,164814814814815;0,0253205;70,8974;49;44;200,37321831281;191,214828503892;27;27;37,17;78,16;14,24;33;-33;-6,5;-19,75;NA;11;"Bryop_Feather";7,7;"";"B";"1AM";30;"RE22"
"86";"50";"Harrow";"Herse3";"H5";"H5P1";"H5P1 H";"H";29;5;129,2;68,1;2;66,4;0,472910217;98,125;0,11528;15;0,673630573248408;0,0776561324840764;116,484198726115;49;44;200,37321831281;191,214828503892;27;27;37,17;78,16;14,24;33;-33;-6,5;-19,75;NA;11;"Bryop_Feather";7,7;"";"B";"1AM";30;"RE22"
"87";"51";"Harrow";"Herse3";"H5";"H5P1";"H5P1 Min";"Min";44;5;148,5;121;0;121;0,185185185;98,125;0,014854;5;1,23312101910828;0,0183167796178344;9,1583898089172;49;44;200,37321831281;191,214828503892;27;27;37,17;78,16;14,24;33;-33;-6,5;-19,75;NA;11;"Bryop_Feather";7,7;"";"B";"1AM";30;"RE22"
"88";"52";"Harrow";"Herse3";"H5";"H5P2";"H5P2 F";"F";0;3,5;165,2;29,4;3,2;26,8;0,822033898;787,5;0,37825;3,5;0,0332698412698413;0,0125843174603175;4,40451111111111;93;88;531,447492632825;519,103097728366;61;61;52,55;87,87;14,24;46;-46;-18;-32;NA;24,6084855;"Bryop_Feather";4,9;"";"A";"4GA";50;"RE38"
"89";"53";"Harrow";"Herse3";"H5";"H5P2";"H5P2 M";"M";3,5;5,5;606,4;210;4,8;209,6;0,653693931;1237,5;0,21577;20,5;0,165818181818182;0,0357785890909091;73,3461076363636;93;88;531,447492632825;519,103097728366;61;61;52,55;87,87;14,24;46;-46;-18;-32;NA;24,6084855;"Bryop_Feather";4,9;"";"A";"4GA";50;"RE38"
"90";"54";"Harrow";"Herse3";"H5";"H5P2";"H5P2 H";"H";34;5;94,1;21,3;0,6;20,9;0,773645058;98,125;0,3269;64;0,210955414012739;0,0689613248407643;441,352478980892;93;88;531,447492632825;519,103097728366;61;61;52,55;87,87;14,24;46;-46;-18;-32;NA;24,6084855;"Bryop_Feather";4,9;"";"A";"4GA";50;"RE38"
"91";"55";"Harrow";"Herse3";"H5";"H5P2";"H5P2 Min";"Min";88;5;162,5;118,9;0;118,9;0,268307692;98,125;0,020375;5;1,21171974522293;0,0246887898089172;12,3443949044586;93;88;531,447492632825;519,103097728366;61;61;52,55;87,87;14,24;46;-46;-18;-32;NA;24,6084855;"Bryop_Feather";4,9;"";"A";"4GA";50;"RE38"
"92";"56";"Harrow";"Herse3";"H5";"H5P3";"H5P3 F";"F";0;6;189,6;36;1,2;35,5;0,810126582;1350;0,30545;6;0,0257777777777778;0,00787382222222222;4,72429333333333;93;93;240,621755231656;240,621755231656;62;62;38,925;93,07;14,24;33;-33;10;-11,5;14,83261494;25;"Bryop_Feather";5,097;"";"A";"4GA";50;"RE38"
"93";"57";"Harrow";"Herse3";"H5";"H5P3";"H5P3 M";"M";6;3;533,2;154;8,2;145;0,711177794;675;0,22872;3;0,216;0,04940352;14,821056;93;93;240,621755231656;240,621755231656;62;62;38,925;93,07;14,24;33;-33;10;-11,5;14,83261494;25;"Bryop_Feather";5,097;"";"A";"4GA";50;"RE38"
"94";"58_59";"Harrow";"Herse3";"H5";"H5P3";"H5P3 H";"H";9;7,5;561,5;167,6;1,7;168,65;0,633980705;1174,0625;0,186255;84;0,14130423210008;0,0263186197498004;221,076405898323;93;93;240,621755231656;240,621755231656;62;62;38,925;93,07;14,24;33;-33;10;-11,5;14,83261494;25;"Bryop_Feather";5,097;"";"A";"4GA";50;"RE38"
"95";"60_61";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P1";"CT1P1 M";"M";0;4;453,3;100,65;20,5;79,15;0,778533252;900;0,42632;16;0,0890555555555556;0,0379661644444445;60,7458631111111;21;16;82,4688032384996;60,7458631111111;29;29;23,3;100;14,40357143;16,5;-16,5;-3;-9,75;NA;12,72298014;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"96";"62";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P1";"CT1P1 Min";"Min";16;5;127,8;80,3;0;80,3;0,371674491;98,125;0,05309;5;0,818343949044586;0,0434458802547771;21,7229401273885;21;16;82,4688032384996;60,7458631111111;29;29;23,3;100;14,40357143;16,5;-16,5;-3;-9,75;NA;12,72298014;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"97";"63";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P2";"CT1P2 F";"F";0;1;129,5;31;0,7;30,2;0,760617761;225;0,50588;1;0,134666666666667;0,0681251733333333;6,81251733333333;17,5;12,5;52,4110454064209;38,5916405656566;53;53;22,8;100;14,40357143;30;-30;-12;-21;NA;23,54247033;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"98";"64";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P2";"CT1P2 M";"M";1;5,5;367,6;70,2;1,6;68,4;0,809031556;1237,5;0,4985;11,5;0,0554343434343434;0,0276340202020202;31,7791232323232;17,5;12,5;52,4110454064209;38,5916405656566;53;53;22,8;100;14,40357143;30;-30;-12;-21;NA;23,54247033;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"99";"65";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P2";"CT1P2 Min";"Min";12,1;5;127,2;74,7;0;74,7;0,412735849;98,125;0,036306;5;0,761273885350318;0,0276388096815287;13,8194048407643;17,5;12,5;52,4110454064209;38,5916405656566;53;53;22,8;100;14,40357143;30;-30;-12;-21;NA;23,54247033;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"100";"66";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P3";"CT1P3 F";"F";0;3;98,7;25;4,5;20,3;0,746707194;675;0,51281;3;0,0303703703703704;0,0155742296296296;4,67226888888889;15;10;31,3504248690729;19,4120911111111;41;41;22,95;100;14,40357143;23;-23;-18;-20,5;15,14942529;19,05045;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"101";"67";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P3";"CT1P3 M";"M";3;7;349,2;79,2;9,2;70,1;0,773195876;1575;0,47378;7;0,0444444444444444;0,0210568888888889;14,7398222222222;15;10;31,3504248690729;19,4120911111111;41;41;22,95;100;14,40357143;23;-23;-18;-20,5;15,14942529;19,05045;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"102";"68";"CPRS";"CoupePRS1";"CPRS1";"CPRS1P3";"CT1P3 Min";"Min";10;5;120,1;77,4;0;77,4;0,355537052;98,125;0,03027;5;0,788789808917198;0,0238766675159236;11,9383337579618;15;10;31,3504248690729;19,4120911111111;41;41;22,95;100;14,40357143;23;-23;-18;-20,5;15,14942529;19,05045;"Bryop_Feather";5,7;"";"B";"4GA";30;"ME13"
"103";"69";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P1";"CT2P1 M";"M";0;7;356,9;91,2;7,5;83,5;0,744466237;1575;0,4934;7;0,0531428571428571;0,0262206857142857;18,35448;19;14;61,0744596843595;43,9876291111111;27;27;31,05;100;14,40357143;22;-22;0;-11;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1AM";30;"RE22"
"104";"70";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P1";"CT2P1 H";"H";7;4;470,03;131,9;14,1;116,8;0,719379614;900;0,27977;7;0,130888888888889;0,0366187844444444;25,6331491111111;19;14;61,0744596843595;43,9876291111111;27;27;31,05;100;14,40357143;22;-22;0;-11;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1AM";30;"RE22"
"105";"71";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P1";"CT2P1 Min";"Min";14;5;118,5;64,5;0;64,5;0,455696203;98,125;0,051989;5;0,657324840764331;0,0341736611464968;17,0868305732484;19;14;61,0744596843595;43,9876291111111;27;27;31,05;100;14,40357143;22;-22;0;-11;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1AM";30;"RE22"
"106";"72";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P2";"CT2P2 F";"F";0;1,5;64,8;19,9;1,8;18;0,692901235;337,5;0,50407;1,5;0,0536296296296296;0,0270330874074074;4,05496311111111;16;11;38,2855560132107;35,0043811851852;27;27;23,725;100;14,40357143;40;-40;-11,5;-25,75;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"107";"73";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P2";"CT2P2 M";"M";1,5;4,5;284,2;74,7;5,5;68,8;0,737156932;1012,5;0,47667;9,5;0,0683456790123457;0,0325783348148148;30,9494180740741;16;11;38,2855560132107;35,0043811851852;27;27;23,725;100;14,40357143;40;-40;-11,5;-25,75;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"108";"74";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P2";"CT2P2 Min";"Min";11;5;183,4;165,9;30,7;135,2;0,095419847;98,125;0,0047628;5;1,37783439490446;0,00656234965605096;3,28117482802548;16;11;38,2855560132107;35,0043811851852;27;27;23,725;100;14,40357143;40;-40;-11,5;-25,75;NA;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"109";"75";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P3";"CT2P3 F";"F";0;5;215,4;27,1;2,2;24,8;0,874187558;1125;0,43551;5;0,0221333333333333;0,009639288;4,819644;17;12;37,7821100105371;20,4378144691358;27;27;20,95;90,99;14,40357143;42;-42;0;-21;14,56896552;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"110";"76";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P3";"CT2P3 M";"M";5;4,5;303,6;59,7;5,8;53,8;0,803359684;1012,5;0,41912;7;0,0532345679012346;0,0223116720987654;15,6181704691358;17;12;37,7821100105371;20,4378144691358;27;27;20,95;90,99;14,40357143;42;-42;0;-21;14,56896552;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"111";"77";"CPRS";"CoupePRS1";"CPRS2";"CPRS2P3";"CT2P3 Min";"Min";15;5;137,9;99;0;99;0,28208847;98,125;0,034382;5;1,00891719745223;0,0346885910828025;17,3442955414013;17;12;37,7821100105371;20,4378144691358;27;27;20,95;90,99;14,40357143;42;-42;0;-21;14,56896552;11;"Bryop_Feather";7,08071428571429;"";"B";"1A";30;"RE22"
"112";"78";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P1";"CT3P1 M";"M";0;4,5;253,5;106,1;8,9;97,1;0,581459566;1012,5;0,30025;14;0,096;0,028824;40,3536;19;14;49,897672866242;40,3536;45;45;26,65;100;14,65;28,5;-28,5;-12;-20,25;NA;19,70370044;"Bryop_Feather";9,51;"";"B";"1AY";30;"RE22"
"113";"79";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P1";"CT3P1 Min";"Min";14;5;108,7;75,8;0,9;74,9;0,302667893;98,125;0,025007;5;0,763312101910828;0,0190881457324841;9,54407286624204;19;14;49,897672866242;40,3536;45;45;26,65;100;14,65;28,5;-28,5;-12;-20,25;NA;19,70370044;"Bryop_Feather";9,51;"";"B";"1AY";30;"RE22"
"114";"80";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P2";"CT3P2 F";"F";0;5;271,1;33,7;9,5;24,2;0,875691627;1125;0,36627;5;0,0215111111111111;0,00787887466666667;3,93943733333333;40;35;191,268081879689;177,229374108988;44;44;34,4;100;14,65;30;-30;-12,5;-21,25;NA;16,50196347;"Bryop_Feather";9,14;"";"B";"1AY";30;"RE22"
"115";"81";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P2";"CT3P2 M";"M";11;6;443,4;84,8;6,9;78,1;0,808750564;1350;0,42301;12;0,0577037037037037;0,0244092437037037;29,2910924444444;40;35;191,268081879689;177,229374108988;44;44;34,4;100;14,65;30;-30;-12,5;-21,25;NA;16,50196347;"Bryop_Feather";9,14;"";"B";"1AY";30;"RE22"
"116";"82";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P2";"CT3P2 H";"H";17;5;115,4;47,5;6,6;40,2;0,588388215;98,125;0,19193;18;0,416815286624204;0,0799993579617834;143,99884433121;40;35;191,268081879689;177,229374108988;44;44;34,4;100;14,65;30;-30;-12,5;-21,25;NA;16,50196347;"Bryop_Feather";9,14;"";"B";"1AY";30;"RE22"
"117";"83";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P2";"CT3P2 Min";"Min";35;5;162,7;128,2;2,9;125,3;0,212046712;98,125;0,021988;5;1,27694267515924;0,0280774155414013;14,0387077707006;40;35;191,268081879689;177,229374108988;44;44;34,4;100;14,65;30;-30;-12,5;-21,25;NA;16,50196347;"Bryop_Feather";9,14;"";"B";"1AY";30;"RE22"
"118";"84";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P3";"CT3P3 M";"M";0;6;317,8;124,4;6;118,4;0,608558842;1350;0,39688;6;0,0877037037037037;0,0348078459259259;20,8847075555556;11;6;33,6274433517339;20,8847075555556;27;27;26,675;100;14,65;37,5;-37,5;-13;-25,25;14,9612069;11;"Bryop_Feather";9,61;"";"B";"1AY";30;"RE22"
"119";"85";"CPRS";"CoupePRS2";"CPRS3";"CPRS3P3";"CT3P3 Min";"Min";6;5;81,1;62;0,9;61,1;0,235511714;98,125;0,040929;5;0,622675159235669;0,0254854715923567;12,7427357961783;11;6;33,6274433517339;20,8847075555556;27;27;26,675;100;14,65;37,5;-37,5;-13;-25,25;14,9612069;11;"Bryop_Feather";9,61;"";"B";"1AY";30;"RE22"
"120";"86";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P1";"CT4P1 F";"F";0;1,5;138,8;36;1,4;34,5;0,740634006;337,5;0,49661;1,5;0,102518518518519;0,0509117214814815;7,63675822222222;14;9;37,3027093670319;24,980132;44;44;27,6;100;14,06793103;30,5;-30,5;0;-15,25;NA;19,38965365;"Bryop_Feather";4,06666666666667;"";"A";"4GA";40;"ME16"
"121";"87";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P1";"CT4P1 M";"M";1,5;4,5;197,7;46,5;7,2;39,3;0,764795144;1012,5;0,47349;4,5;0,0388148148148148;0,0183784266666667;8,270292;14;9;37,3027093670319;24,980132;44;44;27,6;100;14,06793103;30,5;-30,5;0;-15,25;NA;19,38965365;"Bryop_Feather";4,06666666666667;"";"A";"4GA";40;"ME16"
"122";"88";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P1";"CT4P1 H";"H";6;3;273,1;84,3;0,2;83,7;0,69132186;675;0,24274;3;0,124592592592593;0,0302436059259259;9,07308177777778;14;9;37,3027093670319;24,980132;44;44;27,6;100;14,06793103;30,5;-30,5;0;-15,25;NA;19,38965365;"Bryop_Feather";4,06666666666667;"";"A";"4GA";40;"ME16"
"123";"89";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P1";"CT4P1 Min";"Min";14;5;128,3;89,41124;0;89,41124;0,303108028;98,125;0,027047;5;0,911197350318471;0,0246451547340637;12,3225773670318;14;9;37,3027093670319;24,980132;44;44;27,6;100;14,06793103;30,5;-30,5;0;-15,25;NA;19,38965365;"Bryop_Feather";4,06666666666667;"";"A";"4GA";40;"ME16"
"124";"90";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P2";"CT4P2 F";"F";15;13;1446,5;164;14,3;152;0,886622883;2925;0,47634;28;0,0511794871794872;0,0243788369230769;68,2607433846154;103;98;374,369019913986;364,367605391693;59;59;45,5;100;14,06793103;35;-35;-7,5;-21,25;NA;24,00835455;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
"125";"91";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P2";"CT4P2 M";"M";40;11;1633,5;180,1;6,2;204,2;0,889745944;2475;0,49397;44;0,0702626262626263;0,0347076294949495;152,713569777778;103;98;374,369019913986;364,367605391693;59;59;45,5;100;14,06793103;35;-35;-7,5;-21,25;NA;24,00835455;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
"126";"92";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P2";"CT4P2 H";"H";83;5;99,7;14,9;3,2;12,5;0,850551655;98,125;0,46254;26;0,119235668789809;0,0551512662420382;143,393292229299;103;98;374,369019913986;364,367605391693;59;59;45,5;100;14,06793103;35;-35;-7,5;-21,25;NA;24,00835455;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
"127";"93";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P2";"CT4P2  Min";"Min";98;5;160,3;121,7;0;121,7;0,240798503;98,125;0,016128;5;1,24025477707006;0,020002829044586;10,001414522293;103;98;374,369019913986;364,367605391693;59;59;45,5;100;14,06793103;35;-35;-7,5;-21,25;NA;24,00835455;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
"128";"94";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P3";"CT4P3 F";"F";0;3;154,1;28,5;7,3;21,4;0,815055159;675;0,44855;3;0,0314074074074074;0,0140877925925926;4,22633777777778;39;34;103,135148248801;87,7376409876543;43;43;51;98,61;14,06793103;30,5;-30,5;-14,5;-22,5;14,77011494;18,04936472;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
"129";"95";"CPRS";"CoupePRS3";"CPRS4";"CPRS4P3";"CT4P3 M";"M";10;9;812,2;117;9,5;107,5;0,855946811;2025;0,46109;16;0,0530864197530864;0,0244776172839506;39,164187654321;39;34;103,135148248801;87,7376409876543;43;43;51;98,61;14,06793103;30,5;-30,5;-14,5;-22,5;14,77011494;18,04936472;"Bryop_Feather";4,06666666666667;"";"A";"4GA";50;"RE37"
